proposal_index,accepted,reject_reason,pallet_type,scene_preset,exposure_ev,elev_bin,elevation_deg,azimuth_bin,azimuth_deg,v_target,proj_size_bin,proj_size_ratio,proj_size_feasible_lower,proj_size_bin_lo,proj_size_bin_hi,n_feasible_bins,bin_feasible,aspect,image_width,image_height,fx_mode,fx,f_target_bin,f_target,position_mode,cargo_on,camera_distance_spec_m,camera_distance_target_m,v_probe,trunc_mode,occluder
1630,1,,Pallet_0,indoor,-0.9633188672260866,2,14.862434292552354,9,280.3924004470811,6,0,0.09756772867624817,0.061129733243268335,0.0,0.1,5,1,4:3,640,480,random,355.6639025062884,3,0.4178464679242169,near-camera,0,6.265363975634878,6.265363975634878,8,lateral,delivery_van_01
1631,1,,Pallet_1,random-mix,-0.7698763554992554,4,29.281824705592665,8,268.8634938987034,6,2,0.31680374178555337,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,2,0.3465400790487205,near-pallet,0,3.287214320782651,3.287214320782651,6,diag,delivery_van_01
1632,1,,Pallet_2,outdoor-day,-0.33806125708371004,1,4.176441429047413,11,346.83661535192766,5,4,0.675771385735833,0.07795484801214622,0.6,1.0,5,1,16:9,960,540,random,680.3332190150943,0,0.0,,1,1.1535683465979085,1.1535683465979085,4,vertical,
1633,1,,Pallet_1,outdoor-day,-1.424472923283633,1,7.09991617560361,6,207.5481499910048,6,3,0.45630090046997895,0.1177679714579861,0.4,0.6,4,1,1:1,560,560,random,599.5460365133838,1,0.1023150909821421,near-pallet,0,2.5809278775625453,2.5809278775625453,6,lateral,steel_frame_shelves_03
1634,1,,Pallet_3,indoor,-2.836286570522053,3,17.67494886048642,4,149.16891841342334,5,2,0.36779553149933686,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,2,0.28005661517060776,near-camera,1,2.831469410815498,2.831469410815498,5,diag,
1635,1,,Pallet_2,outdoor-night,-0.5571740423664053,4,35.746180939201466,10,307.2059112075878,7,3,0.5097566253250652,0.057256924155322735,0.4,0.6,5,1,16:9,960,540,random,499.6967926282711,0,0.0,,0,1.1232207942135277,1.1232207942135277,6,diag,
1636,1,,Pallet_0,outdoor-day,-2.246127292974866,4,35.60462488977398,8,254.46012722637596,5,4,0.7902370701700502,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,1,0.11063729572507905,near-pallet,1,1.3178346551762021,1.3178346551762021,4,vertical,
1637,1,,Pallet_0,random-mix,-2.390350938091374,2,11.884032898095102,2,67.48426026727611,5,1,0.15017009293081823,0.038263872185572874,0.1,0.2,5,1,16:9,960,540,random,333.93924816499964,3,0.41314779562279336,near-camera,0,2.548035460243115,2.548035460243115,8,vertical,ladder_sectioned_01
1638,1,,Pallet_2,outdoor-night,-2.1440014752311796,5,45.917601740558624,3,112.88958685992947,7,0,0.0828655364707358,0.05601984284564537,0.0,0.1,5,1,4:3,640,480,random,325.93363110193667,0,0.0,,1,6.760330679260001,6.760330679260001,8,diag,
1639,1,,Pallet_1,indoor,-0.4719890975556815,1,4.406076664927378,5,177.96344628142782,6,2,0.36142972747691565,0.0919555125048434,0.2,0.4,5,1,3:2,720,480,random,601.8906273044296,0,0.0,,0,2.544215528334386,2.544215528334386,6,diag,
1640,0,v_below_min,Pallet_3,random-mix,-0.6840522263889826,5,49.365169471992516,0,20.978706711808798,8,4,0.8849448166052043,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,1,0.15589400459413869,near-pallet,1,1.1767985724465748,,,,
1641,1,,Pallet_3,outdoor-day,0.10370715748298798,1,6.613073187153244,11,336.3317066620733,4,1,0.12025875123589533,0.07179764409742408,0.1,0.2,5,1,1:1,560,560,random,365.5152790414316,2,0.34745611710687774,near-pallet,1,5.970263565816373,5.970263565816373,6,lateral,chinese_screen_panels
1642,1,,Pallet_0,outdoor-night,-2.209058761119297,3,19.675458556471078,0,26.15215628363526,7,3,0.530606273716301,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,1,0.19519169725089974,near-camera,0,1.9626639345614034,1.9626639345614034,7,vertical,construction_sign_01
1643,1,,Pallet_3,random-mix,-2.77055018797724,3,18.62352847470914,7,216.41502222351792,6,0,0.09920276220143567,0.0957910203151658,0.0,0.1,5,1,4:3,640,480,random,557.3295727427828,3,0.4492626256422678,near-pallet,1,9.65608398288929,9.65608398288929,6,lateral,
1644,1,,Pallet_1,outdoor-day,-2.5709317554999807,6,72.35043367867372,1,57.14743162686149,7,4,0.702689172058441,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,1.482023401362999,1.482023401362999,4,diag,
1645,1,,Pallet_2,random-mix,-1.9102292165597514,3,24.400865728761666,9,271.78817544913665,5,4,0.9231318440665106,0.07996431354285524,0.6,1.0,5,1,16:9,960,540,random,697.8703727376457,0,0.0,,0,0.866228524742495,0.866228524742495,4,vertical,
1646,1,,Pallet_1,outdoor-night,-2.856593144545361,2,9.57258363074568,2,81.62925409559662,5,3,0.4506626249515618,0.11608523293123608,0.4,0.6,4,1,4:3,640,480,random,675.404991599919,1,0.13777115872641144,near-pallet,0,2.5758788615699646,2.5758788615699646,6,vertical,chinese_screen_panels
1647,1,,Pallet_2,indoor,-0.7853054037151526,4,27.601395304259075,10,302.0985933061968,5,2,0.28784679904628957,0.08991574856546962,0.2,0.4,5,1,3:2,720,480,random,588.5394451558011,2,0.3318288985386789,near-camera,1,3.1237362674653184,3.1237362674653184,6,diag,
1648,1,,Pallet_0,indoor,-0.8239838849697092,4,26.783528685580148,6,183.6198298775322,7,0,0.07118177558235927,0.06942678645833335,0.0,0.1,5,1,16:9,960,540,anchor,605.9065,1,0.15143943599911167,near-camera,1,9.753449656226215,9.753449656226215,8,vertical,
1649,1,,Pallet_3,outdoor-day,0.1902367816691335,2,8.835059272071051,1,34.312681084165874,4,1,0.10423768073323683,0.07877222521342739,0.1,0.2,5,1,4:3,640,480,random,458.31112851448654,0,0.0,,0,7.556981761232757,7.556981761232757,6,lateral,
1650,1,,Pallet_0,random-mix,-1.8901008216031496,0,0.7218255625292853,9,292.8822429290221,4,3,0.48983295402623717,0.05816549593315601,0.4,0.6,5,1,16:9,960,540,random,507.62614632572513,1,0.19426410897980606,near-pallet,1,1.1874557531309022,1.1874557531309022,6,lateral,propane_tank
1651,1,,Pallet_3,indoor,-2.804290904183324,3,22.68156490985797,0,2.7793395080600956,7,4,0.6338431145657263,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.6429961499045551,1.6429961499045551,7,vertical,
1652,1,,Pallet_1,outdoor-night,-0.5782725344513682,5,44.552469611808085,3,94.97070648634964,8,1,0.10775765393446723,0.09427243956776242,0.1,0.2,5,1,1:1,560,560,random,479.9324196176995,3,0.42698849248693316,near-pallet,1,8.74856087949856,8.74856087949856,8,none,
1653,1,,Pallet_2,outdoor-day,-2.4116023231857575,6,66.49378604666057,11,330.895010553915,8,2,0.31293473502512514,0.09839342857012567,0.2,0.4,5,1,4:3,640,480,random,572.4708571352767,2,0.29855525986849274,near-pallet,0,3.144215632126162,3.144215632126162,8,none,construction_sign_01
1654,1,,Pallet_0,outdoor-day,-0.7319670952307193,4,30.130363366214546,4,133.7181271706563,6,0,0.08463651039038017,0.06942678645833335,0.0,0.1,5,1,16:9,960,540,anchor,605.9065,1,0.17346970005175105,near-camera,1,8.202935841530682,8.202935841530682,8,lateral,
1655,1,,Pallet_1,indoor,-0.5989121590467006,2,14.24054654034066,8,246.3107036750675,6,2,0.39332962738398625,0.08372369498626872,0.2,0.4,5,1,4:3,640,480,random,487.11967992010887,0,0.0,,0,2.1285885719596163,2.1285885719596163,6,vertical,
1656,1,,Pallet_2,outdoor-night,-0.3313605454157438,5,50.81699193290072,5,174.26376776572687,7,3,0.5016077096221322,0.09685717181315605,0.4,0.6,5,1,3:2,720,480,random,633.9742155042941,3,0.3948194817969657,near-camera,1,1.9309346717601261,1.9309346717601261,7,vertical,
1657,1,,Pallet_3,random-mix,-0.700838870709426,2,9.033295958096758,7,214.2787249345632,6,4,0.7153378500366732,0.08253357683311195,0.6,1.0,5,1,3:2,720,480,random,540.2197756349145,0,0.0,,0,1.1537705830731688,1.1537705830731688,6,vertical,
1658,1,,Pallet_2,outdoor-day,-1.464079012999905,2,13.198842327695063,0,19.429320153494405,5,1,0.16125532886146915,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,1,0.16196365008674957,near-pallet,0,6.458092295167779,6.458092295167779,5,diag,modular_chainlink_fence
1659,1,,Pallet_3,outdoor-night,-2.1211989980785058,4,33.17044184945621,2,89.52860483901915,8,0,0.0797435954121377,0.06937128386663025,0.0,0.1,5,1,4:3,640,480,random,403.61474249675774,2,0.22861447107749797,near-pallet,1,8.699292213763327,8.699292213763327,8,none,
1660,1,,Pallet_1,random-mix,-0.4397025800023613,3,16.813594919640547,1,36.57251835067561,5,0,0.06363473542786026,0.04948361933236324,0.0,0.1,5,1,16:9,960,540,random,431.85704144607917,2,0.3143133079217366,near-camera,1,7.776196286454356,7.776196286454356,8,vertical,
1661,1,,Pallet_0,outdoor-day,-1.116828590941112,0,1.740509189675982,11,357.6711448724673,5,1,0.1856519510816692,0.07685675671105947,0.1,0.2,5,1,4:3,640,480,random,447.16658450070963,0,0.0,,0,4.139830271821372,4.139830271821372,6,diag,
1662,1,,Pallet_3,indoor,-2.4792684193967522,5,48.42465447094187,3,119.62318437612481,6,3,0.5487718514000146,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.8976953614114844,1.8976953614114844,6,diag,
1663,0,v_below_min,Pallet_2,indoor,-2.0312927985684075,4,39.65004488007065,10,323.8195629294743,5,4,0.9176623764193024,0.03615187321378419,0.6,1.0,5,1,16:9,960,540,random,315.50725713848016,0,0.0,,1,0.39395614490427266,,,,
1664,1,,Pallet_1,outdoor-night,-2.1186008024746594,3,16.994629020250642,6,199.31754993977358,4,4,0.6605654762004055,0.12007950863308045,0.6,1.0,4,1,1:1,560,560,random,611.3138621320459,0,0.0,,1,1.8178290110434132,1.8178290110434132,4,lateral,
1665,1,,Pallet_0,outdoor-day,-1.9125692028408974,1,6.704956215320429,7,214.31005703159695,4,2,0.37289696509464215,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,1,0.17677976685438562,near-pallet,0,2.7927333670057894,2.7927333670057894,4,lateral,construction_sign_01
1666,0,C1,Pallet_2,indoor,-1.9930850216604956,1,4.741202257657228,5,151.5866587311402,6,4,0.7063103439009633,0.0507362561464867,0.6,1.0,5,1,16:9,960,540,random,442.7891445511566,0,0.0,,1,0.7183280916752478,,,,
1667,1,,Pallet_2,indoor,-1.6653456967541238,2,8.534543427033329,5,159.94703116302864,6,1,0.19059250672938818,0.05875176337847318,0.1,0.2,5,1,16:9,960,540,random,512.7426622121295,0,0.0,,1,3.082585164897987,3.082585164897987,6,lateral,
1668,1,,Pallet_0,outdoor-night,0.1293111037395991,1,6.399326157860358,4,137.0564844729211,6,0,0.0878662383178003,0.05616030269874015,0.0,0.1,5,1,3:2,720,480,random,367.5947085735719,2,0.3435631389391949,near-pallet,1,6.3915678847677455,6.3915678847677455,8,diag,
1669,1,,Pallet_2,outdoor-day,-0.897365561786057,1,5.11995650299151,8,254.70898472957728,4,3,0.44844353761797,0.05811068589303802,0.4,0.6,5,1,16:9,960,540,random,507.1478041574227,1,0.15454334831299704,near-pallet,0,1.2958306011434295,1.2958306011434295,6,lateral,SchoolDesk_01
1670,1,,Pallet_1,random-mix,-1.878687369131795,6,68.68727557259604,9,272.2151027522529,5,4,0.635878714623395,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,1.6377365257331817,1.6377365257331817,5,vertical,
1671,1,,Pallet_3,indoor,-2.4529023176778546,4,34.81733141181782,10,321.3680636348305,6,2,0.3473078174034476,0.11456716384947371,0.2,0.4,4,1,4:3,640,480,random,666.5725896696653,3,0.40626013892895,near-camera,0,3.298721137520138,3.298721137520138,6,lateral,SchoolChair_01
1672,1,,Pallet_2,indoor,0.18409848113286253,1,3.6808802073368474,9,272.39842373174685,5,2,0.2505682247064404,0.11872115054460125,0.2,0.4,4,1,4:3,640,480,random,690.7412395322253,0,0.0,,0,4.738076852469702,4.738076852469702,4,vertical,
1673,1,,Pallet_0,outdoor-day,-1.8237810246397945,4,31.31189981301084,1,40.407480317719006,5,3,0.47691572901326224,0.09256904861111113,0.4,0.6,5,1,3:2,720,480,anchor,605.9065,1,0.14960588798452337,near-pallet,1,1.9409938272037353,1.9409938272037353,6,diag,
1674,1,,Pallet_1,outdoor-night,-1.8835591646658751,3,18.2561468525962,0,4.845328282698581,5,0,0.09675959983301699,0.04973488777068514,0.0,0.1,5,1,16:9,960,540,random,434.04992963507027,3,0.3644083746435487,near-pallet,0,5.1400468642403645,5.1400468642403645,8,diag,portable_welding_cart
1675,1,,Pallet_3,random-mix,-2.301665190799499,2,13.791538973060426,8,247.75348909808505,6,4,0.7781416909710507,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,2,0.3254894516258734,near-camera,1,1.338318983494413,1.338318983494413,6,lateral,
1676,1,,Pallet_3,outdoor-day,-2.5814032348232985,6,77.37644362463567,11,343.3163788612623,6,1,0.18353812624908558,0.054745461540762534,0.1,0.2,5,1,4:3,640,480,random,318.51904896443654,0,0.0,,1,2.98278415823346,2.98278415823346,8,vertical,
1677,1,,Pallet_2,indoor,-2.764253024151202,1,6.477829579512792,2,78.48382376388952,6,1,0.15502790756310936,0.06702494744573165,0.1,0.2,5,1,16:9,960,540,random,584.9449958900216,2,0.3176910738296652,near-pallet,0,4.323411732719599,4.323411732719599,8,diag,sledgehammer_01
1678,1,,Pallet_0,random-mix,-2.108796681231583,0,1.5757837336145581,5,157.96505726990952,6,2,0.3127742865190952,0.0799017049701427,0.2,0.4,5,1,1:1,560,560,random,406.7723162116356,0,0.0,,0,2.554612332726547,2.554612332726547,6,diag,
1679,1,,Pallet_1,outdoor-night,-2.982828793200238,0,1.4306283819335226,10,318.21850451409324,4,4,0.6221422445905617,0.06367154088337137,0.6,1.0,5,1,3:2,720,480,random,416.7591766911581,1,0.12233809334163513,near-camera,1,1.023424167655972,1.023424167655972,5,diag,
1680,1,,Pallet_2,outdoor-day,-0.5909683958706249,4,30.62965727861836,4,142.1176510421099,7,0,0.07827896605150399,0.05473390217553648,0.0,0.1,5,1,4:3,640,480,random,318.4517944758486,1,0.15029915917749642,near-pallet,1,6.9921595718988,6.9921595718988,8,diag,
1681,1,,Pallet_1,outdoor-night,-0.18406035269930188,2,11.4734790653574,3,112.75558188055973,7,3,0.5890400682029847,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.7679642745731357,1.7679642745731357,7,vertical,
1682,1,,Pallet_0,random-mix,-2.956703280029382,6,77.39056154654352,6,180.87409311315892,8,2,0.3019362288896009,0.04926023535041794,0.2,0.4,5,1,16:9,960,540,random,429.90750851273833,0,0.0,,0,1.6314781280662185,1.6314781280662185,8,none,
1683,1,,Pallet_3,outdoor-day,-2.463605399192097,5,53.878933074624754,7,219.79171164990808,7,1,0.19313485203348582,0.09815206545251412,0.1,0.2,5,1,1:1,560,560,random,499.68324230370814,3,0.3749998821739872,near-camera,1,5.082048341823694,5.082048341823694,8,lateral,
1684,1,,Pallet_2,indoor,-2.8535688138230535,3,15.319480276363626,0,16.27320659283968,7,3,0.5864314780074885,0.08249266741091019,0.4,0.6,5,1,4:3,640,480,random,479.95733766347735,1,0.16526839334775428,near-pallet,1,1.4066889398774187,1.4066889398774187,7,vertical,
1685,0,v_below_min,Pallet_3,outdoor-night,-0.3726324234617615,2,14.004552008458601,4,140.4074612618082,4,4,0.9606161779920116,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,3,0.43737560024086336,near-camera,0,0.7227318053653548,,,,
1686,1,,Pallet_0,indoor,-2.8310193853576906,6,68.85421021115954,11,343.9397168071644,7,4,0.7210778144567979,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.4442294243368294,1.4442294243368294,5,lateral,
1687,1,,Pallet_1,outdoor-day,-1.7918058118650846,4,27.868401639304263,3,107.25777113913102,4,1,0.13469429026024254,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,3,0.42704557905488855,near-pallet,0,7.7315957110201925,7.7315957110201925,4,vertical,wine_barrel_01
1688,0,C1,Pallet_3,random-mix,-1.2364202706943028,4,32.35436889003575,8,262.9754583089973,7,4,0.7288643974072544,0.04544602106372985,0.6,1.0,5,1,16:9,960,540,random,396.6198201925514,2,0.22427322218905044,near-camera,1,0.6235181911119854,,,,
1689,1,,Pallet_3,outdoor-night,-0.5424459708872136,3,15.180617978627456,6,193.6854086805697,5,0,0.08053369624502633,0.0785670185955881,0.0,0.1,5,1,16:9,960,540,random,685.6757986524052,2,0.2809599828564702,near-camera,1,9.755794438708666,9.755794438708666,6,lateral,
1690,1,,Pallet_3,outdoor-night,-0.6230724468713218,4,30.969420373295435,7,239.76821361346788,7,0,0.09109332302323467,0.056262574546437995,0.0,0.1,5,1,4:3,640,480,random,327.3458882701847,0,0.0,,1,6.176366464541799,6.176366464541799,8,diag,
1691,0,C1,Pallet_0,indoor,-2.2652016179894705,1,4.8753708308452675,10,318.961045655451,7,4,0.9288945923170282,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,0,0.0,,0,0.7474129684096412,,,,
1692,1,,Pallet_0,outdoor-day,-2.5521180973849735,1,5.471091100221848,10,329.9975564931709,6,2,0.3862192959923477,0.06604179420745092,0.2,0.4,5,1,16:9,960,540,random,576.3647494468444,0,0.0,,0,1.7099558435516236,1.7099558435516236,6,lateral,
1693,1,,Pallet_2,random-mix,-2.3966420830132593,2,12.353396416357757,8,251.7542792313318,6,3,0.5846973844501746,0.09256904861111113,0.4,0.6,5,1,3:2,720,480,anchor,605.9065,2,0.34609554148696936,near-camera,1,1.5831958731636753,1.5831958731636753,6,vertical,ACE_Coffee_Mug_Kristen_16_oz_cup
1694,0,d_occ_fail,Pallet_1,indoor,-0.3918039633206343,3,24.53065073250489,2,85.64422559351468,6,4,0.9393606021037935,0.06806796238509237,0.6,1.0,5,1,4:3,640,480,random,396.0317811496283,1,0.16453786007880786,near-pallet,0,0.7246201536731183,,,,
1695,1,,Pallet_1,indoor,-1.4451731538782293,1,7.575406159767477,5,153.65431460220356,5,4,0.7184123180686657,0.0864237326255381,0.6,1.0,5,1,4:3,640,480,random,502.82898982131246,1,0.11624988280924572,near-pallet,0,1.2029823327344136,1.2029823327344136,5,vertical,potted_plant_01
1696,0,v_below_min,Pallet_3,indoor,-2.0067540776847417,4,36.63642350056096,1,46.16833141193943,5,4,0.9678419033384784,0.11901734821428574,0.6,1.0,4,1,1:1,560,560,anchor,605.9065,0,0.0,,0,1.229718901441927,,,,
1697,1,,Pallet_2,outdoor-day,-2.8512907618046204,5,56.89045174569584,2,67.43595551318515,5,2,0.2733210611681689,0.06942678645833335,0.2,0.4,5,1,16:9,960,540,anchor,605.9065,1,0.14297575029903878,near-pallet,1,2.5401184292789076,2.5401184292789076,6,diag,
1698,1,,Pallet_3,random-mix,-1.817017069742502,2,9.59547925222418,1,58.99539650014325,4,3,0.5361875648042871,0.11532191179285921,0.4,0.6,4,1,4:3,640,480,random,670.9638504311807,0,0.0,,0,2.150775574867214,2.150775574867214,4,diag,
1699,1,,Pallet_0,outdoor-night,-0.7964548608643582,4,35.762075301356454,4,142.13780825265533,5,4,0.7383640531020803,0.08327464267081922,0.6,1.0,5,1,4:3,640,480,random,484.5070119029482,3,0.36578828230403404,near-camera,1,1.1278263387953196,1.1278263387953196,4,diag,
1700,1,,Pallet_1,indoor,-1.7766282722469653,5,45.38767024482294,9,286.89106781030506,8,1,0.1296507224638916,0.05190886827485903,0.1,0.2,5,1,3:2,720,480,random,339.76713779907726,2,0.2321731399805354,near-pallet,0,4.003746935487839,4.003746935487839,8,none,portable_generator
1701,1,,Pallet_3,outdoor-night,-2.5791116196232324,3,16.538649673085658,11,341.03313946593414,7,0,0.08826469345336103,0.0814481550028677,0.0,0.1,5,1,4:3,640,480,random,473.8801745621393,1,0.16104341768559355,near-pallet,1,9.227716294727157,9.227716294727157,8,diag,
1702,1,,Pallet_2,outdoor-day,-1.8252655636559283,0,2.2280852674780665,2,83.22560746135996,5,2,0.25939335865229046,0.11901734821428574,0.2,0.4,4,1,1:1,560,560,anchor,605.9065,0,0.0,,0,4.588295892873077,4.588295892873077,4,vertical,
1703,1,,Pallet_0,indoor,-1.2351028810086855,2,9.3693124170773,3,95.14153466057779,5,0,0.06539574939078674,0.049747639910157675,0.0,0.1,5,1,16:9,960,540,random,434.1612210341033,0,0.0,,1,7.6071671895492265,7.6071671895492265,8,lateral,
1704,1,,Pallet_1,outdoor-day,-0.39699701635166473,6,75.31240400389024,6,187.86769443533208,7,1,0.12019342189490619,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,2,0.31928937176365607,near-camera,0,8.664382629738034,8.664382629738034,8,lateral,metal_stool_01
1705,1,,Pallet_3,outdoor-night,-2.899570577193683,3,20.235173392516305,1,30.53368846177901,5,3,0.5599070758872777,0.05078919769288098,0.4,0.6,5,1,16:9,960,540,random,443.2511798651431,0,0.0,,0,0.907100479350006,0.907100479350006,5,diag,
1706,1,,Pallet_0,random-mix,-2.8028279432703305,2,12.747727182507433,4,141.71032098818927,6,4,0.8297698109208332,0.11512013246640103,0.6,1.0,4,1,4:3,640,480,random,669.7898616226969,3,0.36733890095564214,near-camera,1,1.3873743169644484,1.3873743169644484,5,lateral,Utana_5_Porcelain_Ramekin_Large
1707,1,,Pallet_2,indoor,-1.238967820497043,3,17.410168869229597,0,28.108929039054168,6,1,0.18399637376883132,0.10041850247690234,0.1,0.2,4,1,3:2,720,480,random,657.284743485179,2,0.23842060451960354,near-pallet,1,5.457634866384148,5.457634866384148,6,lateral,
1708,0,v_below_min,Pallet_1,outdoor-day,-1.6703070049928601,6,62.538512310734646,5,175.97321554283238,8,4,0.9061133955890258,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,1,0.10029256177658911,near-pallet,0,1.1493062589567271,,,,
1709,1,,Pallet_1,outdoor-day,-2.436544521633333,3,23.995193760515285,5,173.2423632522473,6,4,0.7423794233708615,0.11644277123078918,0.6,1.0,4,1,1:1,560,560,random,592.7995626294721,0,0.0,,0,1.5685075254654421,1.5685075254654421,6,lateral,
